"chr" "gene" "dom" "subdom" "exon" "gene.dom" "gene.dom.subdom" "envarp" "envarpf" "envarpfr" "emutr" "envarpfc" "x"
"64330" "4" "SPOCK3" "214561" "214561_0" "E10" "SPOCK3:214561" "SPOCK3:214561:214561_0" 3 0 0 1.432e-06 0 -0.267751044928851
"64332" "4" "SPOCK3" "238155" "238155_0" "E7" "SPOCK3:238155" "SPOCK3:238155:238155_0" 3 2 2 1.3722e-06 0 -0.267751044928851
"64333" "4" "SPOCK3" "238155" "238155_0" "E8" "SPOCK3:238155" "SPOCK3:238155:238155_0" 7 4 4 2.437e-06 0 0.120141158371185
"64334" "4" "SPOCK3" "238155" "238155_0" "E9" "SPOCK3:238155" "SPOCK3:238155:238155_0" 1 0 0 1.8775e-07 0 -0.461697146578869
"64396" "4" "STATH" "-" "-_0" "E1" "STATH:-" "STATH:-:-_0" 1 1 0 5.1852e-07 1 -0.461697146578869
"64398" "4" "STATH" "-" "-_1" "E4" "STATH:-" "STATH:-:-_1" 3 1 1 8.3283e-07 0 -0.267751044928851
"64400" "4" "STATH" "112678" "112678_0" "E3" "STATH:112678" "STATH:112678:112678_0" 1 1 1 6.3497e-07 0 -0.461697146578869
"64452" "4" "STX18" "-" "-_0" "E1" "STX18:-" "STX18:-:-_0" 4 3 2 5.5617e-06 1 -0.170777994103842
"64453" "4" "STX18" "-" "-_0" "E10" "STX18:-" "STX18:-:-_0" 3 1 1 1.0021e-06 0 -0.267751044928851
"64454" "4" "STX18" "-" "-_0" "E11" "STX18:-" "STX18:-:-_0" 3 2 2 2.0453e-06 0 -0.267751044928851
"64455" "4" "STX18" "-" "-_0" "E2" "STX18:-" "STX18:-:-_0" 2 0 0 6.6844e-07 0 -0.36472409575386
"64456" "4" "STX18" "-" "-_0" "E3" "STX18:-" "STX18:-:-_0" 5 4 4 1.6307e-06 0 -0.0738049432788328
"64457" "4" "STX18" "-" "-_0" "E4" "STX18:-" "STX18:-:-_0" 4 4 4 9.3192e-07 0 -0.170777994103842
"64459" "4" "STX18" "-" "-_0" "E6" "STX18:-" "STX18:-:-_0" 5 4 3 1.316e-06 1 -0.0738049432788328
"64460" "4" "STX18" "-" "-_0" "E7" "STX18:-" "STX18:-:-_0" 7 5 4 1.2655e-06 1 0.120141158371185
"64461" "4" "STX18" "-" "-_0" "E8" "STX18:-" "STX18:-:-_0" 2 2 2 7.2247e-07 0 -0.36472409575386
"64462" "4" "STX18" "-" "-_0" "E9" "STX18:-" "STX18:-:-_0" 2 2 2 1.0226e-06 0 -0.36472409575386
"64843" "4" "TLR3" "-" "-_0" "E1" "TLR3:-" "TLR3:-:-_0" 14 6 6 5.0352e-06 0 0.798952514146248
"64844" "4" "TLR3" "-" "-_0" "E2" "TLR3:-" "TLR3:-:-_0" 4 2 2 2.1343e-06 0 -0.170777994103842
"64845" "4" "TLR3" "-" "-_0" "E3" "TLR3:-" "TLR3:-:-_0" 21 11 7 7.8708e-06 4 1.47776386992131
"64846" "4" "TLR3" "-" "-_1" "E3" "TLR3:-" "TLR3:-:-_1" 11 8 7 3.819e-06 1 0.508033361671221
"64847" "4" "TLR3" "-" "-_2" "E4" "TLR3:-" "TLR3:-:-_2" 1 1 1 1.5279e-07 0 -0.461697146578869
"64848" "4" "TLR3" "214587" "214587_0" "E3" "TLR3:214587" "TLR3:214587:214587_0" 4 2 2 2.4103e-06 0 -0.170777994103842
"64849" "4" "TLR3" "214587" "214587_0" "E4" "TLR3:214587" "TLR3:214587:214587_0" 8 4 4 2.682e-06 0 0.217114209196194
"64850" "4" "TLR3" "238064" "238064_0" "E3" "TLR3:238064" "TLR3:238064:238064_0" 23 12 11 8.7677e-06 1 1.67170997157133
"65041" "4" "TRAPPC11" "-" "-_0" "E1" "TRAPPC11:-" "TRAPPC11:-:-_0" 8 6 5 3.2351e-06 1 0.217114209196194
"65042" "4" "TRAPPC11" "-" "-_0" "E10" "TRAPPC11:-" "TRAPPC11:-:-_0" 5 4 4 1.3148e-06 0 -0.0738049432788328
"65043" "4" "TRAPPC11" "-" "-_0" "E11" "TRAPPC11:-" "TRAPPC11:-:-_0" 4 3 3 7.4028e-07 0 -0.170777994103842
"65044" "4" "TRAPPC11" "-" "-_0" "E12" "TRAPPC11:-" "TRAPPC11:-:-_0" 7 3 3 1.1265e-06 0 0.120141158371185
"65045" "4" "TRAPPC11" "-" "-_0" "E13" "TRAPPC11:-" "TRAPPC11:-:-_0" 1 0 0 7.4512e-07 0 -0.461697146578869
"65046" "4" "TRAPPC11" "-" "-_0" "E14" "TRAPPC11:-" "TRAPPC11:-:-_0" 1 1 1 1.686e-06 0 -0.461697146578869
"65047" "4" "TRAPPC11" "-" "-_0" "E15" "TRAPPC11:-" "TRAPPC11:-:-_0" 2 2 2 7.6094e-07 0 -0.36472409575386
"65048" "4" "TRAPPC11" "-" "-_0" "E16" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 3 3 1.6766e-06 0 -0.267751044928851
"65049" "4" "TRAPPC11" "-" "-_0" "E17" "TRAPPC11:-" "TRAPPC11:-:-_0" 2 1 1 1.3365e-06 0 -0.36472409575386
"65050" "4" "TRAPPC11" "-" "-_0" "E18" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 3 2 1.4768e-06 1 -0.267751044928851
"65051" "4" "TRAPPC11" "-" "-_0" "E19" "TRAPPC11:-" "TRAPPC11:-:-_0" 9 8 8 2.4368e-06 0 0.314087260021203
"65052" "4" "TRAPPC11" "-" "-_0" "E2" "TRAPPC11:-" "TRAPPC11:-:-_0" 7 4 4 1.9224e-06 0 0.120141158371185
"65053" "4" "TRAPPC11" "-" "-_0" "E20" "TRAPPC11:-" "TRAPPC11:-:-_0" 6 3 3 1.7487e-06 0 0.0231681075461762
"65054" "4" "TRAPPC11" "-" "-_0" "E21" "TRAPPC11:-" "TRAPPC11:-:-_0" 9 7 4 1.6636e-06 3 0.314087260021203
"65055" "4" "TRAPPC11" "-" "-_0" "E22" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 3 3 1.5734e-06 0 -0.267751044928851
"65056" "4" "TRAPPC11" "-" "-_0" "E23" "TRAPPC11:-" "TRAPPC11:-:-_0" 5 4 4 8.213e-07 0 -0.0738049432788328
"65057" "4" "TRAPPC11" "-" "-_0" "E24" "TRAPPC11:-" "TRAPPC11:-:-_0" 6 3 2 1.9945e-06 1 0.0231681075461762
"65058" "4" "TRAPPC11" "-" "-_0" "E25" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 2 2 1.3069e-06 0 -0.267751044928851
"65059" "4" "TRAPPC11" "-" "-_0" "E26" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 2 2 1.3992e-06 0 -0.267751044928851
"65060" "4" "TRAPPC11" "-" "-_0" "E27" "TRAPPC11:-" "TRAPPC11:-:-_0" 7 5 5 2.1288e-06 0 0.120141158371185
"65061" "4" "TRAPPC11" "-" "-_0" "E28" "TRAPPC11:-" "TRAPPC11:-:-_0" 10 7 6 2.4905e-06 1 0.411060310846212
"65062" "4" "TRAPPC11" "-" "-_0" "E29" "TRAPPC11:-" "TRAPPC11:-:-_0" 2 2 2 6.6417e-07 0 -0.36472409575386
"65063" "4" "TRAPPC11" "-" "-_0" "E3" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 1 1 6.8586e-07 0 -0.267751044928851
"65064" "4" "TRAPPC11" "-" "-_0" "E4" "TRAPPC11:-" "TRAPPC11:-:-_0" 2 1 1 1.3813e-06 0 -0.36472409575386
"65065" "4" "TRAPPC11" "-" "-_0" "E5" "TRAPPC11:-" "TRAPPC11:-:-_0" 1 1 1 9.9115e-07 0 -0.461697146578869
"65066" "4" "TRAPPC11" "-" "-_0" "E6" "TRAPPC11:-" "TRAPPC11:-:-_0" 2 1 1 8.6941e-07 0 -0.36472409575386
"65067" "4" "TRAPPC11" "-" "-_0" "E7" "TRAPPC11:-" "TRAPPC11:-:-_0" 3 3 3 1.3678e-06 0 -0.267751044928851
"65068" "4" "TRAPPC11" "-" "-_0" "E8" "TRAPPC11:-" "TRAPPC11:-:-_0" 8 4 4 1.6945e-06 0 0.217114209196194
"65069" "4" "TRAPPC11" "-" "-_0" "E9" "TRAPPC11:-" "TRAPPC11:-:-_0" 5 2 2 1.8589e-06 0 -0.0738049432788328
"65154" "4" "TSPAN5" "-" "-_0" "E7" "TSPAN5:-" "TSPAN5:-:-_0" 3 1 1 6.5149e-07 0 -0.267751044928851
"65155" "4" "TSPAN5" "-" "-_0" "E8" "TSPAN5:-" "TSPAN5:-:-_0" 3 1 1 1.183e-06 0 -0.267751044928851
"65158" "4" "TSPAN5" "-" "-_1" "E3" "TSPAN5:-" "TSPAN5:-:-_1" 4 0 0 2.3528e-06 0 -0.170777994103842
"65160" "4" "TSPAN5" "239412" "239412_0" "E4" "TSPAN5:239412" "TSPAN5:239412:239412_0" 1 1 1 1.3313e-06 0 -0.461697146578869
"65161" "4" "TSPAN5" "239412" "239412_0" "E5" "TSPAN5:239412" "TSPAN5:239412:239412_0" 8 5 5 1.9654e-06 0 0.217114209196194
"65163" "4" "TSPAN5" "239412" "239412_0" "E7" "TSPAN5:239412" "TSPAN5:239412:239412_0" 3 1 1 9.4835e-07 0 -0.267751044928851
"65179" "4" "TXK" "-" "-_1" "E9" "TXK:-" "TXK:-:-_1" 1 0 0 6.3304e-07 0 -0.461697146578869
"65181" "4" "TXK" "-" "-_3" "E1" "TXK:-" "TXK:-:-_3" 2 2 2 1.6409e-07 0 -0.36472409575386
"65182" "4" "TXK" "-" "-_3" "E2" "TXK:-" "TXK:-:-_3" 3 3 3 9.0767e-07 0 -0.267751044928851
"65183" "4" "TXK" "-" "-_3" "E3" "TXK:-" "TXK:-:-_3" 3 2 1 1.5901e-06 1 -0.267751044928851
"65184" "4" "TXK" "-" "-_3" "E4" "TXK:-" "TXK:-:-_3" 4 2 1 1.5915e-06 1 -0.170777994103842
"65185" "4" "TXK" "173658" "173658_0" "E10" "TXK:173658" "TXK:173658:173658_0" 2 2 2 2.0139e-06 0 -0.36472409575386
"65186" "4" "TXK" "173658" "173658_0" "E11" "TXK:173658" "TXK:173658:173658_0" 3 2 1 2.4297e-06 1 -0.267751044928851
"65188" "4" "TXK" "173658" "173658_0" "E13" "TXK:173658" "TXK:173658:173658_0" 2 2 2 1.4048e-06 0 -0.36472409575386
"65189" "4" "TXK" "173658" "173658_0" "E14" "TXK:173658" "TXK:173658:173658_0" 4 3 3 1.9672e-06 0 -0.170777994103842
"65190" "4" "TXK" "173658" "173658_0" "E15" "TXK:173658" "TXK:173658:173658_0" 2 1 1 1.0267e-06 0 -0.36472409575386
"65191" "4" "TXK" "198261" "198261_0" "E5" "TXK:198261" "TXK:198261:198261_0" 2 2 2 2.0452e-07 0 -0.36472409575386
"65192" "4" "TXK" "198261" "198261_0" "E6" "TXK:198261" "TXK:198261:198261_0" 1 1 1 5.8358e-07 0 -0.461697146578869
"65193" "4" "TXK" "198261" "198261_0" "E7" "TXK:198261" "TXK:198261:198261_0" 6 3 3 9.9964e-07 0 0.0231681075461762
"65194" "4" "TXK" "198261" "198261_0" "E8" "TXK:198261" "TXK:198261:198261_0" 5 4 4 1.9078e-06 0 -0.0738049432788328
"65195" "4" "TXK" "198261" "198261_0" "E9" "TXK:198261" "TXK:198261:198261_0" 3 3 3 7.2595e-07 0 -0.267751044928851
"65196" "4" "TXK" "212840" "212840_0" "E4" "TXK:212840" "TXK:212840:212840_0" 6 4 4 1.4813e-06 0 0.0231681075461762
"67179" "5" "C5orf45" "-" "-_0" "E1" "C5orf45:-" "C5orf45:-:-_0" 3 2 2 1.9491e-06 0 -0.267751044928851
"67180" "5" "C5orf45" "-" "-_0" "E2" "C5orf45:-" "C5orf45:-:-_0" 2 2 0 5.7558e-07 2 -0.36472409575386
"67181" "5" "C5orf45" "-" "-_0" "E3" "C5orf45:-" "C5orf45:-:-_0" 7 5 4 1.1114e-06 1 0.120141158371185
"67182" "5" "C5orf45" "-" "-_0" "E4" "C5orf45:-" "C5orf45:-:-_0" 2 1 1 9.8732e-07 0 -0.36472409575386
"67183" "5" "C5orf45" "-" "-_0" "E5" "C5orf45:-" "C5orf45:-:-_0" 7 5 4 2.0377e-06 1 0.120141158371185
"67184" "5" "C5orf45" "-" "-_0" "E6" "C5orf45:-" "C5orf45:-:-_0" 6 4 3 2.068e-06 1 0.0231681075461762
"67185" "5" "C5orf45" "-" "-_0" "E7" "C5orf45:-" "C5orf45:-:-_0" 19 12 9 7.0914e-06 3 1.28381776827129
"67189" "5" "C5orf47" "-" "-_0" "E1" "C5orf47:-" "C5orf47:-:-_0" 1 1 1 8.7682e-06 0 -0.461697146578869
"67191" "5" "C5orf47" "-" "-_0" "E3" "C5orf47:-" "C5orf47:-:-_0" 1 1 0 9.9025e-07 1 -0.461697146578869
"67366" "5" "CARTPT" "-" "-_0" "E1" "CARTPT:-" "CARTPT:-:-_0" 8 6 5 3.0846e-06 1 0.217114209196194
"67369" "5" "CARTPT" "191505" "191505_0" "E2" "CARTPT:191505" "CARTPT:191505:191505_0" 5 3 2 1.3745e-06 1 -0.0738049432788328
"67370" "5" "CARTPT" "191505" "191505_0" "E3" "CARTPT:191505" "CARTPT:191505:191505_0" 3 0 0 1.791e-06 0 -0.267751044928851
"67435" "5" "CCDC152" "-" "-_0" "E1" "CCDC152:-" "CCDC152:-:-_0" 1 1 1 8.6225e-07 0 -0.461697146578869
"67442" "5" "CCDC152" "-" "-_0" "E8" "CCDC152:-" "CCDC152:-:-_0" 5 5 4 2.2412e-06 1 -0.0738049432788328
"67562" "5" "CDC23" "-" "-_0" "E12" "CDC23:-" "CDC23:-:-_0" 1 1 1 1.0108e-06 0 -0.461697146578869
"67564" "5" "CDC23" "-" "-_0" "E14" "CDC23:-" "CDC23:-:-_0" 2 1 1 8.4873e-07 0 -0.36472409575386
"67565" "5" "CDC23" "-" "-_0" "E15" "CDC23:-" "CDC23:-:-_0" 2 0 0 1.3699e-06 0 -0.36472409575386
"67566" "5" "CDC23" "-" "-_0" "E16" "CDC23:-" "CDC23:-:-_0" 2 2 2 2.9962e-06 0 -0.36472409575386
"67567" "5" "CDC23" "-" "-_1" "E1" "CDC23:-" "CDC23:-:-_1" 3 3 2 3.4725e-06 1 -0.267751044928851
"67568" "5" "CDC23" "-" "-_1" "E2" "CDC23:-" "CDC23:-:-_1" 2 1 1 1.6128e-06 0 -0.36472409575386
"67569" "5" "CDC23" "-" "-_1" "E3" "CDC23:-" "CDC23:-:-_1" 2 0 0 1.8903e-06 0 -0.36472409575386
"67570" "5" "CDC23" "-" "-_1" "E4" "CDC23:-" "CDC23:-:-_1" 2 1 1 5.7979e-07 0 -0.36472409575386
"67571" "5" "CDC23" "-" "-_1" "E5" "CDC23:-" "CDC23:-:-_1" 2 1 1 1.3244e-06 0 -0.36472409575386
"67572" "5" "CDC23" "-" "-_1" "E6" "CDC23:-" "CDC23:-:-_1" 4 3 2 1.5433e-06 1 -0.170777994103842
"67573" "5" "CDC23" "-" "-_1" "E7" "CDC23:-" "CDC23:-:-_1" 4 4 4 1.9985e-06 0 -0.170777994103842
"67575" "5" "CDC23" "-" "-_1" "E9" "CDC23:-" "CDC23:-:-_1" 1 0 0 1.0016e-06 0 -0.461697146578869
"67576" "5" "CDC23" "238112" "238112_0" "E10" "CDC23:238112" "CDC23:238112:238112_0" 1 0 0 2.2258e-06 0 -0.461697146578869
"67577" "5" "CDC23" "238112" "238112_0" "E11" "CDC23:238112" "CDC23:238112:238112_0" 3 2 2 2.0285e-06 0 -0.267751044928851
"67797" "5" "CENPH" "-" "-_0" "E1" "CENPH:-" "CENPH:-:-_0" 6 4 4 4.2974e-06 0 0.0231681075461762
"67798" "5" "CENPH" "-" "-_0" "E2" "CENPH:-" "CENPH:-:-_0" 1 1 0 5.6244e-07 1 -0.461697146578869
"67799" "5" "CENPH" "-" "-_0" "E3" "CENPH:-" "CENPH:-:-_0" 2 2 2 6.7815e-07 0 -0.36472409575386
"67800" "5" "CENPH" "-" "-_0" "E4" "CENPH:-" "CENPH:-:-_0" 3 2 2 6.8044e-07 0 -0.267751044928851
"67801" "5" "CENPH" "-" "-_0" "E5" "CENPH:-" "CENPH:-:-_0" 1 1 1 5.299e-07 0 -0.461697146578869
"67804" "5" "CENPH" "-" "-_0" "E8" "CENPH:-" "CENPH:-:-_0" 4 3 3 1.7703e-06 0 -0.170777994103842
"67805" "5" "CENPH" "-" "-_0" "E9" "CENPH:-" "CENPH:-:-_0" 2 2 2 9.3441e-07 0 -0.36472409575386
"68328" "5" "DDX41" "-" "-_0" "E15" "DDX41:-" "DDX41:-:-_0" 1 0 0 3.6218e-07 0 -0.461697146578869
"68329" "5" "DDX41" "-" "-_0" "E16" "DDX41:-" "DDX41:-:-_0" 4 2 2 1.9044e-06 0 -0.170777994103842
"68330" "5" "DDX41" "-" "-_0" "E17" "DDX41:-" "DDX41:-:-_0" 2 0 0 2.6346e-06 0 -0.36472409575386
"68331" "5" "DDX41" "-" "-_1" "E11" "DDX41:-" "DDX41:-:-_1" 1 0 0 7.1742e-07 0 -0.461697146578869
"68332" "5" "DDX41" "-" "-_2" "E1" "DDX41:-" "DDX41:-:-_2" 2 2 2 8.0667e-07 0 -0.36472409575386
"68333" "5" "DDX41" "-" "-_2" "E2" "DDX41:-" "DDX41:-:-_2" 7 3 3 3.9196e-06 0 0.120141158371185
"68334" "5" "DDX41" "-" "-_2" "E3" "DDX41:-" "DDX41:-:-_2" 3 1 1 3.1041e-06 0 -0.267751044928851
"68336" "5" "DDX41" "-" "-_2" "E5" "DDX41:-" "DDX41:-:-_2" 1 1 1 8.9372e-07 0 -0.461697146578869
"68337" "5" "DDX41" "-" "-_2" "E6" "DDX41:-" "DDX41:-:-_2" 5 4 4 2.3188e-06 0 -0.0738049432788328
"68339" "5" "DDX41" "238034" "238034_0" "E12" "DDX41:238034" "DDX41:238034:238034_0" 4 2 2 1.1137e-06 0 -0.170777994103842
"68340" "5" "DDX41" "238034" "238034_0" "E13" "DDX41:238034" "DDX41:238034:238034_0" 3 0 0 1.8423e-06 0 -0.267751044928851
"68341" "5" "DDX41" "238034" "238034_0" "E14" "DDX41:238034" "DDX41:238034:238034_0" 1 0 0 2.577e-06 0 -0.461697146578869
"68343" "5" "DDX41" "238167" "238167_0" "E10" "DDX41:238167" "DDX41:238167:238167_0" 4 2 2 3.3582e-06 0 -0.170777994103842
"68344" "5" "DDX41" "238167" "238167_0" "E11" "DDX41:238167" "DDX41:238167:238167_0" 2 1 1 1.2927e-06 0 -0.36472409575386
"68346" "5" "DDX41" "238167" "238167_0" "E7" "DDX41:238167" "DDX41:238167:238167_0" 5 2 2 8.0343e-07 0 -0.0738049432788328
"68347" "5" "DDX41" "238167" "238167_0" "E8" "DDX41:238167" "DDX41:238167:238167_0" 9 5 5 3.1284e-06 0 0.314087260021203
"68348" "5" "DDX41" "238167" "238167_0" "E9" "DDX41:238167" "DDX41:238167:238167_0" 4 2 2 2.7425e-06 0 -0.170777994103842
"68917" "5" "ELL2" "-" "-_1" "E1" "ELL2:-" "ELL2:-:-_1" 2 1 1 4.1078e-06 0 -0.36472409575386
"68919" "5" "ELL2" "-" "-_1" "E2" "ELL2:-" "ELL2:-:-_1" 4 3 2 8.0809e-07 1 -0.170777994103842
"68920" "5" "ELL2" "-" "-_1" "E3" "ELL2:-" "ELL2:-:-_1" 1 1 1 1.2133e-06 0 -0.461697146578869
"68921" "5" "ELL2" "-" "-_1" "E4" "ELL2:-" "ELL2:-:-_1" 5 2 2 2.7931e-06 0 -0.0738049432788328
"68922" "5" "ELL2" "-" "-_1" "E5" "ELL2:-" "ELL2:-:-_1" 10 6 6 3.1319e-06 0 0.411060310846212
"68923" "5" "ELL2" "-" "-_1" "E6" "ELL2:-" "ELL2:-:-_1" 1 0 0 1.4525e-06 0 -0.461697146578869
"68924" "5" "ELL2" "-" "-_1" "E7" "ELL2:-" "ELL2:-:-_1" 7 5 3 1.4798e-06 2 0.120141158371185
"68925" "5" "ELL2" "-" "-_1" "E8" "ELL2:-" "ELL2:-:-_1" 15 7 6 7.5357e-06 1 0.895925564971258
"68926" "5" "ELL2" "-" "-_1" "E9" "ELL2:-" "ELL2:-:-_1" 1 1 1 6.4079e-07 0 -0.461697146578869
"68927" "5" "ELL2" "115928" "115928_0" "E10" "ELL2:115928" "ELL2:115928:115928_0" 2 2 2 2.424e-06 0 -0.36472409575386
"69086" "5" "ETF1" "-" "-_0" "E1" "ETF1:-" "ETF1:-:-_0" 4 1 1 2.1557e-06 0 -0.170777994103842
"69088" "5" "ETF1" "-" "-_0" "E2" "ETF1:-" "ETF1:-:-_0" 2 1 1 2.532e-06 0 -0.36472409575386
"69089" "5" "ETF1" "-" "-_0" "E3" "ETF1:-" "ETF1:-:-_0" 1 0 0 1.6332e-06 0 -0.461697146578869
"69090" "5" "ETF1" "-" "-_0" "E4" "ETF1:-" "ETF1:-:-_0" 2 0 0 1.5931e-06 0 -0.36472409575386
"69091" "5" "ETF1" "-" "-_0" "E5" "ETF1:-" "ETF1:-:-_0" 3 1 1 2.8037e-06 0 -0.267751044928851
"69092" "5" "ETF1" "-" "-_0" "E6" "ETF1:-" "ETF1:-:-_0" 4 2 2 1.484e-06 0 -0.170777994103842
"69093" "5" "ETF1" "-" "-_0" "E7" "ETF1:-" "ETF1:-:-_0" 6 0 0 2.1684e-06 0 0.0231681075461762
"69095" "5" "ETF1" "-" "-_0" "E9" "ETF1:-" "ETF1:-:-_0" 1 0 0 2.0473e-06 0 -0.461697146578869
"69232" "5" "FAM153A" "-" "-_0" "E10" "FAM153A:-" "FAM153A:-:-_0" 2 2 2 5.2378e-07 0 -0.36472409575386
"69233" "5" "FAM153A" "-" "-_0" "E11" "FAM153A:-" "FAM153A:-:-_0" 1 1 0 9.304e-07 1 -0.461697146578869
"69237" "5" "FAM153A" "-" "-_0" "E15" "FAM153A:-" "FAM153A:-:-_0" 4 3 1 7.7093e-07 2 -0.170777994103842
"69243" "5" "FAM153A" "-" "-_0" "E3" "FAM153A:-" "FAM153A:-:-_0" 1 1 0 1.7588e-06 1 -0.461697146578869
"69246" "5" "FAM153A" "-" "-_0" "E6" "FAM153A:-" "FAM153A:-:-_0" 1 0 0 2.4889e-07 0 -0.461697146578869
"69248" "5" "FAM153A" "-" "-_0" "E8" "FAM153A:-" "FAM153A:-:-_0" 2 1 1 6.695e-07 0 -0.36472409575386
"69249" "5" "FAM153A" "-" "-_0" "E9" "FAM153A:-" "FAM153A:-:-_0" 5 4 1 9.5355e-07 3 -0.0738049432788328
"69251" "5" "FAM153B" "-" "-_0" "E10" "FAM153B:-" "FAM153B:-:-_0" 6 5 4 6.2771e-07 1 0.0231681075461762
"69252" "5" "FAM153B" "-" "-_0" "E11" "FAM153B:-" "FAM153B:-:-_0" 4 3 3 1.0879e-06 0 -0.170777994103842
"69253" "5" "FAM153B" "-" "-_0" "E12" "FAM153B:-" "FAM153B:-:-_0" 3 2 0 4.8561e-07 2 -0.267751044928851
"69256" "5" "FAM153B" "-" "-_0" "E15" "FAM153B:-" "FAM153B:-:-_0" 1 1 1 7.8291e-07 0 -0.461697146578869
"69262" "5" "FAM153B" "-" "-_0" "E3" "FAM153B:-" "FAM153B:-:-_0" 3 2 2 1.7571e-06 0 -0.267751044928851
"69264" "5" "FAM153B" "-" "-_0" "E5" "FAM153B:-" "FAM153B:-:-_0" 7 2 2 1.7292e-06 0 0.120141158371185
"69266" "5" "FAM153B" "-" "-_0" "E7" "FAM153B:-" "FAM153B:-:-_0" 1 1 0 7.3423e-07 1 -0.461697146578869
"69267" "5" "FAM153B" "-" "-_0" "E8" "FAM153B:-" "FAM153B:-:-_0" 3 2 1 4.7566e-07 1 -0.267751044928851
"69268" "5" "FAM153B" "-" "-_0" "E9" "FAM153B:-" "FAM153B:-:-_0" 2 2 1 7.6326e-07 1 -0.36472409575386
"69311" "5" "FAM193B" "-" "-_0" "E2" "FAM193B:-" "FAM193B:-:-_0" 4 3 3 3.9415e-06 0 -0.170777994103842
"69312" "5" "FAM193B" "-" "-_0" "E3" "FAM193B:-" "FAM193B:-:-_0" 6 6 6 3.8881e-06 0 0.0231681075461762
"69313" "5" "FAM193B" "-" "-_0" "E4" "FAM193B:-" "FAM193B:-:-_0" 11 8 8 6.0967e-06 0 0.508033361671221
"69314" "5" "FAM193B" "-" "-_0" "E5" "FAM193B:-" "FAM193B:-:-_0" 5 4 4 2.9591e-06 0 -0.0738049432788328
"69315" "5" "FAM193B" "-" "-_0" "E6" "FAM193B:-" "FAM193B:-:-_0" 39 27 21 1.6138e-05 6 3.22327878477147
"69316" "5" "FAM193B" "-" "-_0" "E7" "FAM193B:-" "FAM193B:-:-_0" 1 0 0 1.3675e-06 0 -0.461697146578869
"69317" "5" "FAM193B" "-" "-_0" "E8" "FAM193B:-" "FAM193B:-:-_0" 3 2 2 1.1197e-06 0 -0.267751044928851
"69327" "5" "FAM81B" "-" "-_0" "E1" "FAM81B:-" "FAM81B:-:-_0" 3 2 2 1.1571e-06 0 -0.267751044928851
"69328" "5" "FAM81B" "-" "-_0" "E10" "FAM81B:-" "FAM81B:-:-_0" 6 5 5 1.4622e-06 0 0.0231681075461762
"69329" "5" "FAM81B" "-" "-_0" "E2" "FAM81B:-" "FAM81B:-:-_0" 5 3 3 1.206e-06 0 -0.0738049432788328
"69330" "5" "FAM81B" "-" "-_0" "E3" "FAM81B:-" "FAM81B:-:-_0" 2 2 2 6.5255e-07 0 -0.36472409575386
"69331" "5" "FAM81B" "-" "-_0" "E4" "FAM81B:-" "FAM81B:-:-_0" 17 13 11 3.6792e-06 2 1.08987166662128
"69332" "5" "FAM81B" "-" "-_0" "E5" "FAM81B:-" "FAM81B:-:-_0" 6 3 2 1.8321e-06 1 0.0231681075461762
"69333" "5" "FAM81B" "-" "-_0" "E6" "FAM81B:-" "FAM81B:-:-_0" 3 2 1 1.816e-06 1 -0.267751044928851
"69334" "5" "FAM81B" "-" "-_0" "E7" "FAM81B:-" "FAM81B:-:-_0" 1 0 0 1.5562e-06 0 -0.461697146578869
"69335" "5" "FAM81B" "-" "-_0" "E8" "FAM81B:-" "FAM81B:-:-_0" 7 6 5 1.5301e-06 1 0.120141158371185
"69336" "5" "FAM81B" "-" "-_0" "E9" "FAM81B:-" "FAM81B:-:-_0" 5 5 4 1.8859e-06 1 -0.0738049432788328
"69959" "5" "GDF9" "-" "-_1" "E1" "GDF9:-" "GDF9:-:-_1" 12 10 9 5.1777e-06 1 0.60500641249623
"69960" "5" "GDF9" "-" "-_1" "E2" "GDF9:-" "GDF9:-:-_1" 20 12 12 7.5504e-06 0 1.3807908190963
"69961" "5" "GDF9" "214556" "214556_0" "E2" "GDF9:214556" "GDF9:214556:214556_0" 22 16 13 4.4905e-06 3 1.57473692074632
"70089" "5" "GM2A" "-" "-_0" "E1" "GM2A:-" "GM2A:-:-_0" 3 1 0 1.5222e-06 1 -0.267751044928851
"70090" "5" "GM2A" "-" "-_0" "E2" "GM2A:-" "GM2A:-:-_0" 1 1 1 1.3059e-07 0 -0.461697146578869
"70091" "5" "GM2A" "-" "-_1" "E4" "GM2A:-" "GM2A:-:-_1" 1 0 0 3.1145e-08 0 -0.461697146578869
"70092" "5" "GM2A" "238161" "238161_0" "E2" "GM2A:238161" "GM2A:238161:238161_0" 8 6 4 1.9456e-06 2 0.217114209196194
"70093" "5" "GM2A" "238161" "238161_0" "E3" "GM2A:238161" "GM2A:238161:238161_0" 4 3 3 2.1275e-06 0 -0.170777994103842
"70094" "5" "GM2A" "238161" "238161_0" "E4" "GM2A:238161" "GM2A:238161:238161_0" 5 4 3 2.8616e-06 1 -0.0738049432788328
